planned_budget,planned_duration,team_size,technical_complexity,stakeholder_count,methodology,project_type,risk_level
3000000,6,20,10,11,Waterfall,AI/ML,medium
5000000,4,46,3,16,Waterfall,Cybersecurity,high
3000000,6,8,8,13,Prototyping,Cloud Migration,low
3000000,6,41,9,14,Agile,Blockchain,high
2000000,4,7,9,6,Prototyping,DevOps,low
1000000,6,9,6,12,Spiral,DevOps,low
5000000,6,38,5,10,Prototyping,Data Analytics,medium
4000000,6,15,6,8,Agile,Enterprise Software,low
3000000,6,12,7,1,Agile,AI/ML,low
1000000,4,38,6,17,Agile,Mobile App,medium
3000000,4,24,1,19,Iterative,Cybersecurity,low
1000000,4,30,7,18,Agile,Enterprise Software,medium
1000000,4,25,7,3,Agile,Enterprise Software,low
4000000,6,25,3,7,Agile,Cloud Migration,low
5000000,6,10,6,11,Spiral,Blockchain,medium
1000000,4,36,9,7,Agile,IoT,medium
2000000,4,48,3,3,Waterfall,Web Development,high
1000000,6,42,8,6,Waterfall,Cybersecurity,high
2000000,4,38,3,13,Prototyping,IoT,medium
4000000,4,22,1,12,Waterfall,Mobile App,medium
1000000,4,10,1,17,Spiral,Web Development,low
4000000,6,13,10,9,Prototyping,Cybersecurity,low
3000000,6,35,6,19,Waterfall,Web Development,high
1000000,6,37,5,13,Spiral,Mobile App,high
3000000,6,17,10,8,Waterfall,Cybersecurity,high
5000000,4,41,3,15,Iterative,Mobile App,medium
1000000,6,42,5,20,Agile,Web Development,high
3000000,4,37,8,6,Waterfall,DevOps,high
5000000,6,31,2,3,Waterfall,Mobile App,high
5000000,6,29,8,5,Agile,Web Development,high
4000000,4,13,10,16,Agile,DevOps,low
5000000,6,12,2,2,Agile,Web Development,low
2000000,6,39,4,15,Agile,AI/ML,medium
1000000,6,40,10,4,Waterfall,DevOps,high
2000000,6,11,5,9,Agile,Cloud Migration,low
4000000,6,34,1,5,Agile,Blockchain,low
3000000,4,23,1,11,Spiral,Mobile App,medium
1000000,6,31,6,4,Agile,Web Development,medium
1000000,6,17,8,8,Iterative,DevOps,low
2000000,4,21,5,14,Waterfall,Cybersecurity,low
1000000,4,21,2,20,Spiral,IoT,medium
1000000,6,19,9,12,Iterative,Mobile App,medium
2000000,4,39,3,7,V-Model,Blockchain,medium
2000000,4,11,6,20,Iterative,Data Analytics,low
3000000,4,14,10,4,Spiral,Data Analytics,medium
2000000,6,22,8,14,Agile,Data Analytics,medium
2000000,6,6,2,19,Waterfall,Web Development,low
5000000,4,10,10,18,Waterfall,Web Development,medium
1000000,6,47,1,6,Spiral,Web Development,high
2000000,4,7,10,5,Waterfall,Cybersecurity,low
2000000,4,30,5,19,Agile,Blockchain,low
5000000,4,13,5,1,Agile,Data Analytics,low
4000000,4,19,6,9,Agile,DevOps,low
4000000,6,31,3,9,Agile,Data Analytics,low
4000000,6,49,6,9,Waterfall,Enterprise Software,high
2000000,4,15,2,13,Iterative,Web Development,low
5000000,4,48,2,6,Waterfall,Data Analytics,high
2000000,6,13,4,2,Waterfall,Web Development,low
4000000,4,49,2,6,Spiral,Mobile App,high
5000000,6,33,4,8,Agile,Mobile App,medium
3000000,6,38,3,20,Waterfall,Cybersecurity,high
3000000,6,27,1,8,Spiral,Cybersecurity,medium
5000000,6,34,10,10,Agile,Cloud Migration,high
2000000,6,17,3,18,Waterfall,DevOps,medium
2000000,6,25,9,17,Prototyping,Blockchain,medium
2000000,6,43,3,18,Spiral,DevOps,high
3000000,4,37,7,1,Waterfall,Web Development,high
2000000,4,29,3,17,Prototyping,Cybersecurity,medium
5000000,6,43,8,18,Waterfall,DevOps,high
1000000,4,16,3,18,Iterative,IoT,low
3000000,4,38,6,11,Prototyping,Data Analytics,high
1000000,6,28,5,16,Agile,AI/ML,medium
1000000,4,28,2,2,Agile,Mobile App,low
2000000,6,30,3,17,Agile,Cloud Migration,medium
1000000,4,41,6,18,Iterative,Cybersecurity,high
5000000,6,36,1,17,Waterfall,DevOps,medium
1000000,6,43,9,6,Agile,IoT,high
1000000,4,17,10,11,Agile,Data Analytics,low
2000000,4,38,2,13,Waterfall,DevOps,medium
4000000,4,17,5,6,Agile,AI/ML,low
3000000,4,39,4,9,Agile,Cybersecurity,medium
5000000,6,32,5,7,Spiral,AI/ML,high
1000000,6,37,5,16,Spiral,Cybersecurity,high
4000000,6,31,8,7,V-Model,Blockchain,high
4000000,6,12,2,14,Waterfall,Mobile App,medium
2000000,4,37,3,2,Spiral,Data Analytics,high
2000000,4,47,10,8,Iterative,Blockchain,high
2000000,4,32,10,1,Spiral,Data Analytics,high
5000000,6,21,9,15,Agile,Cloud Migration,medium
2000000,6,9,10,14,Waterfall,IoT,medium
4000000,6,27,7,2,Agile,AI/ML,low
5000000,4,40,2,1,Agile,Cloud Migration,medium
3000000,6,15,8,5,Spiral,IoT,medium
1000000,6,19,7,13,Agile,Mobile App,low
3000000,4,27,7,17,Agile,Cybersecurity,medium
5000000,6,6,6,17,Agile,DevOps,low
2000000,4,35,10,6,Waterfall,Enterprise Software,high
3000000,4,45,8,19,Agile,Enterprise Software,high
4000000,6,27,3,16,Spiral,AI/ML,high
2000000,6,28,10,18,Agile,Cloud Migration,high
5000000,4,45,8,2,Iterative,IoT,high
2000000,6,21,4,3,Agile,Cloud Migration,low
4000000,6,13,3,8,Agile,DevOps,low
5000000,4,40,3,8,Spiral,Cloud Migration,high
1000000,6,13,10,19,Iterative,DevOps,low
3000000,6,13,5,7,Agile,AI/ML,low
2000000,4,27,9,6,Agile,Blockchain,medium
5000000,4,20,7,5,Waterfall,Web Development,medium
2000000,4,17,3,5,Waterfall,Data Analytics,medium
2000000,6,49,5,20,Prototyping,Web Development,high
2000000,6,39,5,11,Agile,Data Analytics,low
3000000,4,15,10,1,Agile,Data Analytics,low
4000000,6,12,9,14,Agile,Cloud Migration,low
3000000,4,18,7,15,Spiral,Cybersecurity,medium
4000000,4,43,9,1,Agile,Web Development,high
2000000,4,36,9,4,Agile,Mobile App,high
4000000,4,25,8,11,Iterative,Blockchain,medium
5000000,6,10,6,20,Iterative,AI/ML,low
1000000,4,49,10,15,Agile,Web Development,high
5000000,4,22,1,16,V-Model,IoT,medium
2000000,6,48,2,2,Waterfall,IoT,high
1000000,6,20,7,1,Agile,Cybersecurity,medium
2000000,4,28,5,12,Prototyping,DevOps,medium
4000000,6,23,8,11,Spiral,IoT,medium
2000000,6,46,2,12,Agile,IoT,medium
2000000,4,8,8,2,V-Model,AI/ML,low
2000000,6,19,9,2,Agile,Mobile App,medium
5000000,4,34,10,5,Agile,Data Analytics,high
3000000,4,46,2,7,Prototyping,Cloud Migration,high
3000000,4,40,3,5,Waterfall,Enterprise Software,high
5000000,4,12,9,4,Waterfall,Cloud Migration,medium
5000000,4,14,9,20,Waterfall,Web Development,medium
5000000,4,15,8,16,Iterative,AI/ML,low
3000000,4,17,10,4,Waterfall,Cybersecurity,medium
1000000,4,15,2,10,Agile,Cybersecurity,low
1000000,6,42,5,11,Iterative,Web Development,high
5000000,6,42,8,10,Agile,AI/ML,high
1000000,6,32,2,7,Agile,IoT,medium
2000000,6,33,10,9,Iterative,DevOps,high
3000000,4,26,5,18,Waterfall,Cloud Migration,medium
4000000,6,38,5,2,Agile,Mobile App,medium
1000000,6,33,6,5,Agile,Data Analytics,medium
3000000,6,39,8,15,Waterfall,Enterprise Software,high
5000000,4,22,3,18,Agile,Web Development,medium
4000000,6,40,5,9,Waterfall,AI/ML,high
5000000,6,38,3,12,Agile,DevOps,medium
5000000,6,17,3,5,Iterative,Cybersecurity,low
1000000,4,41,9,17,Agile,Enterprise Software,high
1000000,4,13,7,14,Spiral,IoT,low
2000000,6,19,1,10,Waterfall,Cybersecurity,low
4000000,6,31,1,4,Spiral,AI/ML,medium
4000000,4,37,7,6,Agile,AI/ML,high
3000000,6,14,9,5,Agile,Data Analytics,medium
2000000,4,37,8,14,Agile,IoT,high
2000000,4,45,5,11,Agile,Cloud Migration,high
2000000,4,22,1,4,Agile,Data Analytics,low
4000000,6,46,5,6,Agile,Blockchain,high
1000000,4,27,1,9,Agile,Mobile App,low
3000000,4,12,8,15,Iterative,Enterprise Software,low
3000000,6,17,10,17,Waterfall,Data Analytics,medium
4000000,4,29,6,4,Agile,Enterprise Software,medium
5000000,6,41,1,4,Waterfall,IoT,high
1000000,4,19,9,20,Iterative,Mobile App,medium
4000000,6,6,9,6,Waterfall,Mobile App,medium
1000000,4,30,5,4,Spiral,IoT,high
1000000,4,48,4,1,Prototyping,IoT,high
2000000,4,18,2,5,Agile,Cloud Migration,low
2000000,4,42,10,1,Iterative,AI/ML,high
5000000,6,21,1,2,Iterative,Blockchain,low
1000000,4,36,3,15,Waterfall,AI/ML,high
3000000,4,19,4,4,Agile,Web Development,low
3000000,4,18,6,13,Prototyping,AI/ML,low
4000000,6,28,2,5,V-Model,Blockchain,medium
3000000,6,31,9,16,Agile,Data Analytics,medium
5000000,4,7,8,12,Agile,Cloud Migration,low
5000000,4,36,8,2,Agile,Mobile App,medium
1000000,6,49,4,4,Agile,IoT,high
5000000,6,25,4,10,Agile,Data Analytics,low
4000000,4,13,3,18,Agile,Cloud Migration,low
5000000,6,45,6,18,Waterfall,Cloud Migration,high
3000000,6,32,4,8,Waterfall,Cloud Migration,high
5000000,4,9,6,20,Agile,Enterprise Software,low
5000000,6,37,6,15,Agile,Mobile App,high
2000000,4,34,2,18,Agile,Data Analytics,medium
4000000,4,42,10,16,Waterfall,DevOps,high
1000000,4,37,6,20,Waterfall,Enterprise Software,high
3000000,4,40,2,3,Agile,Blockchain,medium
2000000,4,17,2,2,Iterative,Cloud Migration,low
2000000,6,34,7,2,Waterfall,Data Analytics,high
4000000,4,38,10,19,Iterative,AI/ML,high
4000000,6,23,1,15,Waterfall,IoT,medium
2000000,6,22,2,2,Waterfall,IoT,low
2000000,6,22,2,8,Waterfall,Data Analytics,medium
1000000,6,43,1,6,Agile,Web Development,medium
2000000,4,44,2,6,Iterative,IoT,high
4000000,6,29,6,17,Iterative,Data Analytics,medium
4000000,4,27,3,5,Agile,DevOps,low
1000000,4,44,3,14,Waterfall,Data Analytics,high
4000000,6,8,8,6,Agile,Mobile App,low
1000000,6,38,3,19,Iterative,DevOps,medium
5000000,4,12,3,15,Waterfall,Enterprise Software,low
1000000,4,28,3,6,Agile,IoT,medium
2000000,6,13,1,16,Agile,Web Development,low
1000000,6,21,4,5,Iterative,IoT,medium
1000000,4,33,4,3,Agile,Enterprise Software,medium
2000000,6,27,6,8,Agile,DevOps,low
3000000,6,25,1,16,Waterfall,Blockchain,low
1000000,6,46,10,8,Iterative,IoT,high
3000000,4,14,5,16,Spiral,AI/ML,low
5000000,6,37,3,15,Waterfall,IoT,medium
2000000,4,41,4,13,Waterfall,Data Analytics,medium
2000000,6,37,9,4,Waterfall,Mobile App,high
2000000,4,7,9,9,Iterative,Blockchain,low
2000000,6,12,9,15,Iterative,Cybersecurity,low
4000000,6,9,6,20,Waterfall,Web Development,medium
3000000,4,30,1,2,Agile,Enterprise Software,low
5000000,6,44,10,10,Agile,Web Development,medium
2000000,6,16,10,1,Agile,Cybersecurity,low
2000000,4,40,9,3,Spiral,Enterprise Software,high
2000000,4,14,3,20,Agile,Cybersecurity,low
2000000,4,44,3,8,Agile,Data Analytics,medium
3000000,4,48,10,8,Agile,Cybersecurity,high
4000000,4,41,10,20,Spiral,Enterprise Software,high
4000000,4,38,9,17,Agile,Blockchain,high
3000000,6,35,5,1,Waterfall,Cloud Migration,high
1000000,6,17,3,3,Agile,Enterprise Software,low
3000000,4,49,2,18,Waterfall,IoT,high
4000000,6,41,3,11,Waterfall,IoT,high
2000000,6,16,5,18,Agile,Data Analytics,low
2000000,6,43,7,15,Prototyping,DevOps,high
2000000,4,10,5,2,Spiral,Blockchain,low
3000000,4,17,6,8,Spiral,Web Development,medium
3000000,4,19,5,1,Agile,Cloud Migration,low
2000000,4,13,10,20,Iterative,Enterprise Software,low
2000000,4,10,2,4,Waterfall,DevOps,low
3000000,4,13,8,9,Agile,Blockchain,low
1000000,6,22,6,4,Agile,Mobile App,low
1000000,6,24,7,7,Iterative,Data Analytics,medium
5000000,4,5,3,11,Agile,IoT,low
4000000,4,14,4,8,Agile,Cloud Migration,low
5000000,6,39,1,14,Waterfall,Enterprise Software,high
1000000,4,37,3,1,Spiral,Blockchain,high
5000000,4,9,3,8,Waterfall,Cybersecurity,low
2000000,6,30,5,2,Agile,Cloud Migration,medium
4000000,6,27,6,20,Agile,Mobile App,low
5000000,4,36,10,17,Prototyping,AI/ML,high
3000000,6,43,10,18,V-Model,AI/ML,high
3000000,6,5,9,4,Waterfall,Mobile App,medium
3000000,4,43,8,9,Agile,Web Development,high
1000000,4,26,3,9,Spiral,Cloud Migration,low
4000000,4,33,10,16,Agile,Enterprise Software,high
5000000,6,10,1,15,Iterative,Mobile App,low
4000000,6,13,1,18,Iterative,Data Analytics,low
4000000,4,32,8,3,Waterfall,Data Analytics,high
4000000,6,20,5,18,Agile,Web Development,low
2000000,4,19,9,5,V-Model,IoT,high
5000000,4,41,5,10,Agile,Cybersecurity,high
4000000,4,35,7,17,Waterfall,IoT,high
5000000,4,32,10,18,Prototyping,Web Development,medium
4000000,6,7,5,14,Agile,Mobile App,low
5000000,6,21,3,20,Agile,Cybersecurity,low
4000000,6,23,5,8,Waterfall,Data Analytics,medium
4000000,6,45,3,1,Agile,AI/ML,medium
2000000,4,21,5,15,Spiral,Blockchain,low
5000000,6,7,6,4,Waterfall,Data Analytics,low
1000000,6,42,7,16,Agile,Blockchain,high
3000000,4,14,10,2,Iterative,Cybersecurity,medium
2000000,6,33,5,6,Agile,Mobile App,high
3000000,6,11,10,13,Agile,Blockchain,low
1000000,6,36,8,8,Agile,Blockchain,high
2000000,4,49,8,12,Iterative,Web Development,high
1000000,6,21,8,18,Prototyping,Data Analytics,medium
1000000,6,24,7,18,Agile,Cloud Migration,medium
5000000,6,17,1,17,Agile,Cloud Migration,low
5000000,6,25,6,20,Prototyping,Cloud Migration,medium
5000000,4,18,3,9,Iterative,Web Development,low
5000000,4,8,6,16,Agile,Data Analytics,low
4000000,4,11,2,10,Spiral,Cybersecurity,low
1000000,6,41,3,16,Agile,Web Development,medium
1000000,4,16,10,6,Agile,Blockchain,medium
3000000,6,47,10,17,Prototyping,Web Development,high
2000000,4,14,4,16,Agile,Mobile App,low
2000000,4,18,7,12,Waterfall,Blockchain,medium
1000000,6,9,8,19,Iterative,Web Development,low
4000000,6,23,3,6,Spiral,Cloud Migration,medium
4000000,4,22,3,17,Spiral,IoT,low
3000000,6,23,3,15,Agile,Mobile App,low
5000000,6,20,1,16,V-Model,Cybersecurity,low
4000000,4,31,2,12,Agile,AI/ML,medium
4000000,4,25,6,1,Prototyping,DevOps,low
1000000,4,38,9,9,Agile,Mobile App,high
4000000,4,31,2,3,Spiral,Cybersecurity,medium
1000000,6,25,6,8,Agile,Enterprise Software,low
5000000,4,28,6,9,Waterfall,IoT,medium
5000000,6,45,4,18,Agile,Web Development,high
4000000,6,8,9,8,Waterfall,DevOps,low
5000000,4,19,1,11,Waterfall,Blockchain,low
1000000,6,14,6,4,Agile,Cloud Migration,low
2000000,4,41,1,2,Iterative,DevOps,medium
5000000,6,19,1,13,Spiral,Enterprise Software,low
4000000,6,16,1,1,Iterative,Cloud Migration,low
5000000,4,27,2,17,Spiral,Data Analytics,medium
3000000,6,17,10,12,Waterfall,IoT,high
3000000,6,18,9,4,V-Model,DevOps,medium
3000000,6,46,2,13,Spiral,Blockchain,high
4000000,6,42,10,10,Waterfall,DevOps,high
2000000,6,11,9,15,Agile,IoT,low
4000000,6,40,1,15,Agile,DevOps,medium
2000000,6,25,9,10,Agile,Web Development,medium
5000000,4,9,3,7,Spiral,Blockchain,low
4000000,4,18,9,7,Spiral,DevOps,medium
4000000,4,24,6,15,Waterfall,Enterprise Software,high
2000000,6,36,10,17,Waterfall,Mobile App,high
4000000,6,36,8,3,Agile,IoT,high
3000000,4,9,10,10,Agile,Cybersecurity,medium
3000000,4,14,8,2,Waterfall,IoT,medium
1000000,4,33,9,12,Agile,Blockchain,medium
2000000,4,23,6,18,Waterfall,IoT,medium
3000000,4,9,8,18,Spiral,Web Development,low
5000000,4,47,8,14,Waterfall,IoT,high
3000000,4,37,6,7,Iterative,Enterprise Software,medium
5000000,4,38,2,3,V-Model,IoT,high
2000000,6,43,4,16,Agile,Data Analytics,high
2000000,6,27,3,20,Agile,Data Analytics,medium
1000000,6,15,7,3,Iterative,Data Analytics,medium
2000000,6,39,3,16,Agile,Cloud Migration,medium
2000000,4,8,1,10,Prototyping,Enterprise Software,low
1000000,4,25,9,20,V-Model,Cloud Migration,high
3000000,4,21,1,2,Agile,IoT,low
4000000,6,12,6,2,Waterfall,IoT,low
3000000,6,48,6,5,Agile,Data Analytics,high
1000000,4,15,6,20,Waterfall,Cloud Migration,low
1000000,6,46,10,18,Agile,Mobile App,high
1000000,6,35,3,8,Iterative,Data Analytics,low
2000000,6,23,9,17,Iterative,Mobile App,low
3000000,6,30,2,4,Agile,AI/ML,medium
1000000,6,19,6,7,Spiral,DevOps,medium
2000000,6,11,1,8,Agile,Data Analytics,low
1000000,6,22,1,18,Agile,AI/ML,low
3000000,6,39,9,17,Spiral,DevOps,high
4000000,4,18,8,8,Agile,Cloud Migration,medium
1000000,6,45,10,5,Agile,Enterprise Software,high
4000000,4,14,4,12,Agile,DevOps,low
5000000,6,27,10,9,Spiral,AI/ML,high
3000000,6,9,1,14,Waterfall,Blockchain,low
5000000,6,45,5,12,Agile,Enterprise Software,high
3000000,4,7,9,1,Waterfall,Web Development,medium
4000000,6,6,2,10,Iterative,Enterprise Software,low
4000000,6,41,7,6,Agile,AI/ML,high
5000000,4,26,2,6,Spiral,IoT,medium
2000000,6,41,6,2,Agile,Cloud Migration,high
1000000,6,43,10,10,Spiral,Enterprise Software,high
3000000,4,26,9,13,Agile,Blockchain,medium
4000000,4,33,8,12,Waterfall,Web Development,high
1000000,4,42,5,3,Agile,Enterprise Software,high
2000000,4,20,10,6,Spiral,DevOps,high
1000000,4,19,2,10,Spiral,AI/ML,medium
5000000,6,41,2,20,Agile,Cybersecurity,high
3000000,4,5,5,7,Agile,Blockchain,low
3000000,4,7,2,3,Iterative,AI/ML,low
1000000,6,29,1,8,Waterfall,Mobile App,medium
2000000,4,6,2,2,Spiral,Blockchain,low
1000000,6,7,10,9,Waterfall,Cloud Migration,medium
5000000,6,30,1,7,Spiral,Data Analytics,medium
5000000,4,15,2,9,Agile,Cloud Migration,low
2000000,4,28,3,18,Iterative,DevOps,medium
3000000,4,28,10,17,Agile,Cybersecurity,high
1000000,4,32,2,19,Iterative,Data Analytics,medium
3000000,6,10,1,10,Agile,AI/ML,low
4000000,6,26,2,10,Agile,DevOps,low
4000000,4,13,7,10,Waterfall,Web Development,medium
3000000,6,17,10,15,Agile,Web Development,medium
5000000,4,11,1,5,Spiral,Web Development,low
1000000,4,9,1,8,Waterfall,Enterprise Software,low
3000000,4,32,3,18,Agile,Cybersecurity,medium
2000000,4,16,4,16,Waterfall,Cloud Migration,medium
4000000,6,27,9,7,Agile,Mobile App,medium
3000000,6,45,8,19,V-Model,Data Analytics,high
3000000,4,28,2,11,Agile,Mobile App,medium
2000000,6,37,2,14,Agile,Cybersecurity,medium
5000000,4,26,10,20,Waterfall,AI/ML,high
2000000,4,16,8,13,V-Model,Blockchain,medium
1000000,6,13,2,3,Agile,Cybersecurity,low
4000000,6,30,1,19,Agile,Enterprise Software,medium
2000000,4,5,6,7,Prototyping,Blockchain,low
4000000,6,27,6,1,Agile,Data Analytics,medium
1000000,4,18,7,19,Iterative,AI/ML,medium
5000000,4,13,1,16,Agile,Enterprise Software,low
1000000,4,40,3,7,Waterfall,Cloud Migration,high
4000000,4,13,10,19,Waterfall,Mobile App,medium
3000000,6,44,5,13,Agile,Mobile App,medium
4000000,6,10,7,3,Prototyping,Cloud Migration,low
5000000,6,33,3,7,Spiral,Cybersecurity,medium
1000000,6,30,7,7,Iterative,Cybersecurity,medium
5000000,4,23,2,4,Waterfall,Data Analytics,low
5000000,6,12,9,18,Agile,IoT,low
2000000,6,42,9,7,Waterfall,Cloud Migration,high
2000000,6,42,10,19,Iterative,Cloud Migration,high
2000000,6,31,4,3,Iterative,Data Analytics,medium
1000000,4,41,2,6,Spiral,Blockchain,medium
2000000,6,26,3,14,Iterative,DevOps,medium
3000000,6,42,8,6,Prototyping,DevOps,high
4000000,6,47,5,20,Prototyping,DevOps,high
5000000,6,20,4,19,Iterative,Enterprise Software,low
2000000,6,18,5,4,Agile,Enterprise Software,low
1000000,6,42,7,5,Waterfall,AI/ML,high
1000000,6,48,2,16,Agile,Cybersecurity,high
1000000,6,21,2,14,V-Model,Enterprise Software,low
5000000,4,36,1,12,Agile,AI/ML,medium
4000000,6,28,4,18,Waterfall,Blockchain,medium
2000000,6,47,10,1,Agile,DevOps,high
3000000,4,9,6,19,Agile,Enterprise Software,low
5000000,6,28,2,9,Agile,Data Analytics,low
1000000,4,17,7,7,Agile,Mobile App,medium
4000000,4,6,9,4,Waterfall,Cybersecurity,low
1000000,6,44,3,11,Iterative,Mobile App,high
5000000,4,38,3,9,Agile,Cybersecurity,medium
1000000,4,49,2,7,Agile,Mobile App,high
4000000,4,35,5,18,Waterfall,Mobile App,high
4000000,6,38,10,15,Agile,Blockchain,high
1000000,4,49,2,14,Agile,Enterprise Software,high
2000000,6,33,3,6,Agile,IoT,medium
5000000,6,30,9,4,Spiral,Enterprise Software,high
5000000,6,26,4,18,Agile,Web Development,low
5000000,6,33,9,20,Spiral,Web Development,high
1000000,4,38,3,1,Iterative,Cybersecurity,medium
2000000,6,48,3,3,Iterative,Mobile App,high
2000000,6,32,2,19,Agile,DevOps,medium
5000000,4,6,9,12,Agile,Web Development,low
3000000,4,42,9,12,Agile,Data Analytics,high
5000000,6,28,4,12,V-Model,Cybersecurity,high
2000000,6,29,10,7,Iterative,IoT,medium
5000000,4,7,3,15,Agile,Cybersecurity,low
4000000,6,33,10,7,Agile,Mobile App,high
5000000,6,10,10,10,Agile,Web Development,low
3000000,6,11,3,5,Agile,Blockchain,low
5000000,4,45,2,6,Waterfall,Web Development,high
2000000,6,46,1,18,Agile,Cybersecurity,medium
2000000,4,49,10,7,Iterative,Mobile App,high
1000000,4,37,9,19,Agile,Web Development,high
1000000,6,36,10,14,Agile,Cloud Migration,high
2000000,4,36,3,16,Waterfall,AI/ML,high
5000000,6,22,4,12,Waterfall,Web Development,medium
4000000,6,25,6,1,Agile,Cloud Migration,medium
3000000,6,37,7,16,Agile,Enterprise Software,high
5000000,6,27,1,7,Waterfall,Mobile App,medium
5000000,6,8,9,3,Iterative,Web Development,low
4000000,6,32,6,3,Spiral,Cloud Migration,high
4000000,6,8,10,8,Agile,Data Analytics,low
1000000,4,46,10,12,Spiral,Cloud Migration,high
4000000,6,16,5,17,Spiral,AI/ML,medium
1000000,4,33,10,4,Iterative,AI/ML,high
4000000,4,47,8,2,Iterative,Cloud Migration,high
3000000,4,6,4,11,Iterative,Cybersecurity,low
3000000,6,22,10,18,Waterfall,Cybersecurity,medium
2000000,6,38,5,5,Spiral,AI/ML,high
5000000,4,10,8,13,Agile,Cybersecurity,low
5000000,4,11,4,2,V-Model,Mobile App,low
3000000,4,10,9,6,Waterfall,IoT,medium
5000000,6,6,8,8,Waterfall,IoT,medium
2000000,6,8,2,10,Agile,Mobile App,low
3000000,6,31,3,5,Iterative,AI/ML,medium
3000000,6,42,8,1,Agile,Mobile App,high
3000000,4,32,2,11,Waterfall,DevOps,medium
5000000,6,5,1,19,Waterfall,Cloud Migration,low
3000000,4,17,10,12,Iterative,Cybersecurity,medium
2000000,4,18,3,14,Prototyping,AI/ML,low
4000000,4,12,1,2,Waterfall,DevOps,low
2000000,4,30,7,10,Waterfall,Data Analytics,high
5000000,6,37,6,3,Iterative,Enterprise Software,medium
4000000,4,16,4,9,Spiral,Enterprise Software,medium
5000000,6,26,1,17,Agile,Enterprise Software,low
3000000,4,14,5,3,Spiral,IoT,low
4000000,6,24,7,12,Agile,Web Development,medium
4000000,6,10,5,9,Waterfall,AI/ML,medium
2000000,4,36,5,19,Spiral,Blockchain,medium
1000000,4,43,10,1,Spiral,DevOps,high
4000000,6,7,7,16,Agile,Cloud Migration,low
2000000,6,36,1,20,V-Model,Enterprise Software,medium
5000000,6,45,7,17,Iterative,DevOps,high
5000000,6,6,6,17,Agile,Cybersecurity,low
2000000,6,25,3,12,Agile,AI/ML,low
2000000,6,7,7,17,Agile,IoT,low
3000000,4,12,7,16,V-Model,Cybersecurity,medium
5000000,6,41,3,4,Iterative,Enterprise Software,medium
5000000,6,23,2,11,Spiral,Blockchain,high
2000000,6,45,6,1,Waterfall,Cybersecurity,high
3000000,4,40,3,11,Agile,Enterprise Software,medium
3000000,6,43,10,6,Agile,IoT,high
2000000,4,37,8,10,Agile,Cloud Migration,medium
2000000,6,40,9,9,Spiral,Data Analytics,high
4000000,4,29,6,3,Agile,IoT,medium
1000000,4,6,1,8,Agile,AI/ML,low
1000000,4,15,8,19,Waterfall,AI/ML,medium
4000000,6,35,5,16,Agile,DevOps,medium
1000000,6,32,1,20,Agile,Data Analytics,low
4000000,6,38,4,13,Agile,DevOps,medium
5000000,6,41,5,9,Agile,Blockchain,high
5000000,4,20,9,13,Iterative,Mobile App,medium
5000000,4,35,8,2,Waterfall,Mobile App,high
5000000,4,23,7,3,Waterfall,DevOps,medium
2000000,4,40,7,20,Agile,Cloud Migration,high
3000000,4,47,3,2,Waterfall,IoT,high
4000000,6,45,3,7,Waterfall,Cybersecurity,high
2000000,6,14,3,8,V-Model,Blockchain,low
4000000,6,15,7,4,Iterative,IoT,low
1000000,4,48,4,9,Agile,Data Analytics,high
3000000,4,7,3,14,Agile,AI/ML,low
4000000,4,6,10,16,Agile,AI/ML,low
2000000,4,35,9,1,Waterfall,IoT,high
1000000,4,7,6,9,Agile,AI/ML,low
3000000,4,17,9,7,Agile,Cybersecurity,low
1000000,6,47,2,18,Agile,Cybersecurity,high
3000000,4,39,2,1,Waterfall,Enterprise Software,high
2000000,6,32,7,11,Prototyping,AI/ML,medium
2000000,6,24,1,15,Spiral,Web Development,medium
3000000,4,13,5,14,Spiral,AI/ML,medium
3000000,4,18,10,1,Agile,Enterprise Software,medium
3000000,4,24,5,3,Agile,Web Development,medium
2000000,4,7,4,16,V-Model,AI/ML,low
2000000,6,31,9,12,Spiral,Cloud Migration,medium
3000000,4,21,7,14,Waterfall,Data Analytics,medium
4000000,4,39,9,16,Spiral,IoT,high
5000000,4,12,1,17,Prototyping,DevOps,low
4000000,6,36,4,2,Waterfall,AI/ML,high
5000000,4,28,1,3,Iterative,DevOps,medium
4000000,4,43,2,11,Waterfall,Enterprise Software,medium
5000000,4,26,3,17,Spiral,Web Development,medium
2000000,6,44,7,20,Waterfall,IoT,high
2000000,4,30,7,7,V-Model,Cybersecurity,high
1000000,4,30,8,17,Prototyping,DevOps,medium
1000000,6,35,7,16,Agile,Data Analytics,medium
4000000,6,27,5,8,Agile,Data Analytics,medium
4000000,4,24,10,3,Agile,Enterprise Software,medium
1000000,6,49,1,19,Prototyping,Enterprise Software,high
3000000,4,9,3,16,Agile,Blockchain,low
4000000,6,33,4,7,Waterfall,IoT,high
4000000,4,37,7,14,Waterfall,Data Analytics,high
1000000,4,6,10,3,Waterfall,IoT,low
5000000,6,37,2,19,Agile,Blockchain,low
1000000,4,6,8,20,Spiral,Cybersecurity,medium
2000000,6,5,10,5,Prototyping,Data Analytics,low
5000000,6,17,6,10,Agile,IoT,medium
1000000,4,37,3,20,Agile,Web Development,medium
5000000,6,27,7,1,V-Model,Mobile App,high
3000000,4,26,9,6,Iterative,Web Development,medium
